icd,description,version,,
727.09,Other synovitis and tenosynovitis,9,,
727.40,"Synovial cyst, unspecified",9,,
727.41,Ganglion of joint,9,,
727.42,Ganglion of tendon sheath,9,,
727.43,"Ganglion, unspecified",9,,
727.49,"Other ganglion and cyst of synovium, tendon, and bursa",9,,
727.50,"Rupture of synovium, unspecified",9,,
727.51,Synovial cyst of popliteal space,9,,
727.59,Other rupture of synovium,9,,
727.60,Nontraumatic rupture of unspecified tendon,9,,
727.61,Complete rupture of rotator cuff,9,,
727.62,Nontraumatic rupture of tendons of biceps (long head),9,,
727.63,Nontraumatic rupture of extensor tendons of hand and wrist,9,,
727.64,Nontraumatic rupture of flexor tendons of hand and wrist,9,,
727.65,Nontraumatic rupture of quadriceps tendon,9,,
727.66,Nontraumatic rupture of patellar tendon,9,,
727.67,Nontraumatic rupture of achilles tendon,9,,
727.68,Nontraumatic rupture of other tendons of foot and ankle,9,,
727.69,Nontraumatic rupture of other tendon,9,,
727.81,Contracture of tendon (sheath),9,,
727.82,Calcium deposits in tendon and bursa,9,,
727.83,Plica syndrome,9,,
727.89,"Other disorders of synovium, tendon, and bursa",9,,
728.10,"Calcification and ossification, unspecified",9,,
728.11,Progressive myositis ossificans,9,,
728.12,Traumatic myositis ossificans,9,,
728.13,Postoperative heterotopic calcification,9,,
728.19,Other muscular calcification and ossification,9,,
728.71,Plantar fascial fibromatosis,9,,
728.79,"Other fibromatoses of muscle, ligament, and fascia",9,,
728.81,Interstitial myositis,9,,
728.82,Foreign body granuloma of muscle,9,,
728.83,"Rupture of muscle, nontraumatic",9,,
728.84,Diastasis of muscle,9,,
728.85,Spasm of muscle,9,,
728.86,Necrotizing fasciitis,9,,
728.87,Muscle weakness (generalized),9,,
728.88,Rhabdomyolysis,9,,
728.89,"Other disorders of muscle, ligament, and fascia",9,,
729.30,"Panniculitis, unspecified site",9,,
729.31,"Hypertrophy of fat pad, knee",9,,
729.39,"Panniculitis, other site",9,,
729.71,Nontraumatic compartment syndrome of upper extremity,9,,
729.72,Nontraumatic compartment syndrome of lower extremity,9,,
729.73,Nontraumatic compartment syndrome of abdomen,9,,
729.79,Nontraumatic compartment syndrome of other sites,9,,
729.81,Swelling of limb,9,,
729.82,Cramp of limb,9,,
729.89,Other musculoskeletal symptoms referable to limbs,9,,
729.90,"Disorders of soft tissue, unspecified",9,,
729.91,Post-traumatic seroma,9,,
729.92,Nontraumatic hematoma of soft tissue,9,,
729.99,Other disorders of soft tissue,9,,
730.00,"Acute osteomyelitis, site unspecified",9,,
730.01,"Acute osteomyelitis, shoulder region",9,,
730.02,"Acute osteomyelitis, upper arm",9,,
730.03,"Acute osteomyelitis, forearm",9,,
730.04,"Acute osteomyelitis, hand",9,,
730.05,"Acute osteomyelitis, pelvic region and thigh",9,,
730.06,"Acute osteomyelitis, lower leg",9,,
730.07,"Acute osteomyelitis, ankle and foot",9,,
730.08,"Acute osteomyelitis, other specified sites",9,,
730.09,"Acute osteomyelitis, multiple sites",9,,
730.10,"Chronic osteomyelitis, site unspecified",9,,
730.11,"Chronic osteomyelitis, shoulder region",9,,
730.12,"Chronic osteomyelitis, upper arm",9,,
730.13,"Chronic osteomyelitis, forearm",9,,
730.14,"Chronic osteomyelitis, hand",9,,
730.15,"Chronic osteomyelitis, pelvic region and thigh",9,,
730.16,"Chronic osteomyelitis, lower leg",9,,
730.17,"Chronic osteomyelitis, ankle and foot",9,,
730.18,"Chronic osteomyelitis, other specified sites",9,,
730.19,"Chronic osteomyelitis, multiple sites",9,,
730.20,"Unspecified osteomyelitis, site unspecified",9,,
730.21,"Unspecified osteomyelitis, shoulder region",9,,
730.22,"Unspecified osteomyelitis, upper arm",9,,
730.23,"Unspecified osteomyelitis, forearm",9,,
730.24,"Unspecified osteomyelitis, hand",9,,
730.25,"Unspecified osteomyelitis, pelvic region and thigh",9,,
730.26,"Unspecified osteomyelitis, lower leg",9,,
730.27,"Unspecified osteomyelitis, ankle and foot",9,,
730.28,"Unspecified osteomyelitis, other specified sites",9,,
730.29,"Unspecified osteomyelitis, multiple sites",9,,
730.30,"Periostitis, without mention of osteomyelitis, site unspecified",9,,
730.31,"Periostitis, without mention of osteomyelitis, shoulder region",9,,
730.32,"Periostitis, without mention of osteomyelitis, upper arm",9,,
730.33,"Periostitis, without mention of osteomyelitis, forearm",9,,
730.34,"Periostitis, without mention of osteomyelitis, hand",9,,
730.35,"Periostitis, without mention of osteomyelitis, pelvic region and thigh",9,,
730.36,"Periostitis, without mention of osteomyelitis, lower leg",9,,
730.37,"Periostitis, without mention of osteomyelitis, ankle and foot",9,,
730.38,"Periostitis, without mention of osteomyelitis, other specified sites",9,,
730.39,"Periostitis, without mention of osteomyelitis, multiple sites",9,,
730.70,"Osteopathy resulting from poliomyelitis, site unspecified",9,,
730.71,"Osteopathy resulting from poliomyelitis, shoulder region",9,,
730.72,"Osteopathy resulting from poliomyelitis, upper arm",9,,
730.73,"Osteopathy resulting from poliomyelitis, forearm",9,,
730.74,"Osteopathy resulting from poliomyelitis, hand",9,,
730.75,"Osteopathy resulting from poliomyelitis, pelvic region and thigh",9,,
730.76,"Osteopathy resulting from poliomyelitis, lower leg",9,,
730.77,"Osteopathy resulting from poliomyelitis, ankle and foot",9,,
730.78,"Osteopathy resulting from poliomyelitis, other specified sites",9,,
730.79,"Osteopathy resulting from poliomyelitis, multiple sites",9,,
730.80,"Other infections involving bone in diseases classified elsewhere, site unspecified",9,,
730.81,"Other infections involving bone in diseases classified elsewhere, shoulder region",9,,
730.82,"Other infections involving bone in diseases classified elsewhere, upper arm",9,,
730.83,"Other infections involving bone in diseases classified elsewhere, forearm",9,,
730.84,"Other infections involving bone in diseases classified elsewhere, hand",9,,
730.85,"Other infections involving bone in diseases classified elsewhere, pelvic region and thigh",9,,
730.86,"Other infections involving bone in diseases classified elsewhere, lower leg",9,,
730.87,"Other infections involving bone in diseases classified elsewhere, ankle and foot",9,,
730.88,"Other infections involving bone in diseases classified elsewhere, other specified sites",9,,
730.89,"Other infections involving bone in diseases classified elsewhere, multiple sites",9,,
730.90,"Unspecified infection of bone, site unspecified",9,,
730.91,"Unspecified infection of bone, shoulder region",9,,
730.92,"Unspecified infection of bone, upper arm",9,,
730.93,"Unspecified infection of bone, forearm",9,,
730.94,"Unspecified infection of bone, hand",9,,
730.95,"Unspecified infection of bone, pelvic region and thigh",9,,
730.96,"Unspecified infection of bone, lower leg",9,,
730.97,"Unspecified infection of bone, ankle and foot",9,,
730.98,"Unspecified infection of bone, other specified sites",9,,
730.99,"Unspecified infection of bone, multiple sites",9,,
733.00,"Osteoporosis, unspecified",9,,
733.01,Senile osteoporosis,9,,
733.02,Idiopathic osteoporosis,9,,
733.03,Disuse osteoporosis,9,,
733.09,Other osteoporosis,9,,
733.10,"Pathologic fracture, unspecified site",9,,
733.11,Pathologic fracture of humerus,9,,
733.12,Pathologic fracture of distal radius and ulna,9,,
733.13,Pathologic fracture of vertebrae,9,,
733.14,Pathologic fracture of neck of femur,9,,
733.15,Pathologic fracture of other specified part of femur,9,,
733.16,Pathologic fracture of tibia or fibula,9,,
733.19,Pathologic fracture of other specified site,9,,
733.20,"Cyst of bone (localized), unspecified",9,,
733.21,Solitary bone cyst,9,,
733.22,Aneurysmal bone cyst,9,,
733.29,Other bone cyst,9,,
733.40,"Aseptic necrosis of bone, site unspecified",9,,
733.41,Aseptic necrosis of head of humerus,9,,
733.42,Aseptic necrosis of head and neck of femur,9,,
733.43,Aseptic necrosis of medial femoral condyle,9,,
733.44,Aseptic necrosis of talus,9,,
733.45,"Aseptic necrosis of bone, jaw",9,,
733.49,"Aseptic necrosis of bone, other",9,,
733.81,Malunion of fracture,9,,
733.82,Nonunion of fracture,9,,
733.90,"Disorder of bone and cartilage, unspecified",9,,
733.91,Arrest of bone development or growth,9,,
733.92,Chondromalacia,9,,
733.93,Stress fracture of tibia or fibula,9,,
733.94,Stress fracture of the metatarsals,9,,
733.95,Stress fracture of other bone,9,,
733.96,Stress fracture of femoral neck,9,,
733.97,Stress fracture of shaft of femur,9,,
733.98,Stress fracture of pelvis,9,,
733.99,Other disorders of bone and cartilage,9,,
736.00,"Unspecified deformity of forearm, excluding fingers",9,,
736.01,Cubitus valgus (acquired),9,,
736.02,Cubitus varus (acquired),9,,
736.03,Valgus deformity of wrist (acquired),9,,
736.04,Varus deformity of wrist (acquired),9,,
736.05,Wrist drop (acquired),9,,
736.06,Claw hand (acquired),9,,
736.07,"Club hand, acquired",9,,
736.09,"Other acquired deformities of forearm, excluding fingers",9,,
736.20,Unspecified deformity of finger,9,,
736.21,Boutonniere deformity,9,,
736.22,Swan-neck deformity,9,,
736.29,Other acquired deformities of finger,9,,
736.30,Unspecified acquired deformity of hip,9,,
736.31,Coxa valga (acquired),9,,
736.32,Coxa vara (acquired),9,,
736.39,Other acquired deformities of hip,9,,
736.41,Genu valgum (acquired),9,,
736.42,Genu varum (acquired),9,,
736.70,"Unspecified deformity of ankle and foot, acquired",9,,
736.71,Acquired equinovarus deformity,9,,
736.72,"Equinus deformity of foot, acquired",9,,
736.73,"Cavus deformity of foot, acquired",9,,
736.74,"Claw foot, acquired",9,,
736.75,"Cavovarus deformity of foot, acquired",9,,
736.76,Other acquired calcaneus deformity,9,,
736.79,Other acquired deformities of ankle and foot,9,,
736.81,Unequal leg length (acquired),9,,
736.89,Other acquired deformity of other parts of limb,9,,
737.10,Kyphosis (acquired) (postural),9,,
737.11,Kyphosis due to radiation,9,,
737.12,"Kyphosis, postlaminectomy",9,,
737.19,Other kyphosis (acquired),9,,
737.20,Lordosis (acquired) (postural),9,,
737.21,"Lordosis, postlaminectomy",9,,
737.22,Other postsurgical lordosis,9,,
737.29,Other lordosis (acquired),9,,
737.30,"Scoliosis [and kyphoscoliosis], idiopathic",9,,
737.31,Resolving infantile idiopathic scoliosis,9,,
737.32,Progressive infantile idiopathic scoliosis,9,,
737.33,Scoliosis due to radiation,9,,
737.34,Thoracogenic scoliosis,9,,
737.39,Other kyphoscoliosis and scoliosis,9,,
737.40,"Curvature of spine, unspecified, associated with other conditions",9,,
737.41,Kyphosis associated with other conditions,9,,
737.42,Lordosis associated with other conditions,9,,
737.43,Scoliosis associated with other conditions,9,,
738.10,Unspecified acquired deformity of head,9,,
738.11,Zygomatic hyperplasia,9,,
738.12,Zygomatic hypoplasia,9,,
738.19,Other specified acquired deformity of head,9,,
741.00,"Spina bifida with hydrocephalus, unspecified region",9,,
741.01,"Spina bifida with hydrocephalus, cervical region",9,,
741.02,"Spina bifida with hydrocephalus, dorsal (thoracic) region",9,,
741.03,"Spina bifida with hydrocephalus, lumbar region",9,,
741.90,"Spina bifida without mention of hydrocephalus, unspecified region",9,,
741.91,"Spina bifida without mention of hydrocephalus, cervical region",9,,
741.92,"Spina bifida without mention of hydrocephalus, dorsal (thoracic) region",9,,
741.93,"Spina bifida without mention of hydrocephalus, lumbar region",9,,
742.51,Diastematomyelia,9,,
742.53,Hydromyelia,9,,
742.59,Other specified congenital anomalies of spinal cord,9,,
743.00,"Clinical anophthalmos, unspecified",9,,
743.03,"Cystic eyeball, congenital",9,,
743.06,Cryptophthalmos,9,,
743.10,"Microphthalmos, unspecified",9,,
743.11,Simple microphthalmos,9,,
743.12,Microphthalmos associated with other anomalies of eye and adnexa,9,,
743.20,"Buphthalmos, unspecified",9,,
743.21,Simple buphthalmos,9,,
743.22,Buphthalmos associated with other ocular anomalies,9,,
743.30,"Congenital cataract, unspecified",9,,
743.31,Congenital capsular and subcapsular cataract,9,,
743.32,Congenital cortical and zonular cataract,9,,
743.33,Congenital nuclear cataract,9,,
743.34,"Total and subtotal cataract, congenital",9,,
743.35,Congenital aphakia,9,,
743.36,Congenital anomalies of lens shape,9,,
743.37,Congenital ectopic lens,9,,
743.39,Other congenital cataract and lens anomalies,9,,
743.41,Congenital anomalies of corneal size and shape,9,,
743.42,"Corneal opacities, interfering with vision, congenital",9,,
743.43,"Other corneal opacities, congenital",9,,
743.44,"Specified congenital anomalies of anterior chamber, chamber angle, and related structures",9,,
743.45,Aniridia,9,,
743.46,Other specified congenital anomalies of iris and ciliary body,9,,
743.47,Specified congenital anomalies of sclera,9,,
743.48,Multiple and combined congenital anomalies of anterior segment,9,,
743.49,Other congenital anomalies of anterior segment,9,,
743.51,Vitreous anomalies,9,,
743.52,Fundus coloboma,9,,
743.53,"Chorioretinal degeneration, congenital",9,,
743.54,Congenital folds and cysts of posterior segment,9,,
743.55,Congenital macular changes,9,,
743.56,"Other retinal changes, congenital",9,,
743.57,Specified congenital anomalies of optic disc,9,,
743.58,Vascular anomalies,9,,
743.59,Other congenital anomalies of posterior segment,9,,
743.61,Congenital ptosis,9,,
743.62,Congenital deformities of eyelids,9,,
743.63,Other specified congenital anomalies of eyelid,9,,
743.64,Specified congenital anomalies of lacrimal gland,9,,
743.65,Specified congenital anomalies of lacrimal passages,9,,
743.66,Specified congenital anomalies of orbit,9,,
743.69,"Other congenital anomalies of eyelids, lacrimal system, and orbit",9,,
744.00,Unspecified anomaly of ear with impairment of hearing,9,,
744.01,Absence of external ear,9,,
744.02,Other anomalies of external ear with impairment of hearing,9,,
744.03,"Anomaly of middle ear, except ossicles",9,,
744.04,Anomalies of ear ossicles,9,,
744.05,Anomalies of inner ear,9,,
744.09,Other anomalies of ear causing impairment of hearing,9,,
744.21,"Absence of ear lobe, congenital",9,,
744.22,Macrotia,9,,
744.23,Microtia,9,,
744.24,Specified anomalies of Eustachian tube,9,,
744.29,Other specified anomalies of ear,9,,
744.41,Branchial cleft sinus or fistula,9,,
744.42,Branchial cleft cyst,9,,
744.43,Cervical auricle,9,,
744.46,Preauricular sinus or fistula,9,,
744.47,Preauricular cyst,9,,
744.49,Other branchial cleft cyst or fistula; preauricular sinus,9,,
744.81,Macrocheilia,9,,
744.82,Microcheilia,9,,
744.83,Macrostomia,9,,
744.84,Microstomia,9,,
744.89,Other specified congenital anomalies of face and neck,9,,
745.10,Complete transposition of great vessels,9,,
745.11,Double outlet right ventricle,9,,
745.12,Corrected transposition of great vessels,9,,
745.19,Other transposition of great vessels,9,,
745.60,"Endocardial cushion defect, unspecified type",9,,
745.61,Ostium primum defect,9,,
745.69,Other endocardial cushion defects,9,,
746.00,"Congenital pulmonary valve anomaly, unspecified",9,,
746.01,"Atresia of pulmonary valve, congenital",9,,
746.02,"Stenosis of pulmonary valve, congenital",9,,
746.09,Other congenital anomalies of pulmonary valve,9,,
746.81,Subaortic stenosis,9,,
746.82,Cor triatriatum,9,,
746.83,Infundibular pulmonic stenosis,9,,
746.84,"Obstructive anomalies of heart, not elsewhere classified",9,,
746.85,Coronary artery anomaly,9,,
746.86,Congenital heart block,9,,
746.87,Malposition of heart and cardiac apex,9,,
746.89,Other specified congenital anomalies of heart,9,,
747.10,Coarctation of aorta (preductal) (postductal),9,,
747.11,Interruption of aortic arch,9,,
747.20,"Anomaly of aorta, unspecified",9,,
747.21,Anomalies of aortic arch,9,,
747.22,Atresia and stenosis of aorta,9,,
747.29,Other anomalies of aorta,9,,
747.31,Pulmonary artery coarctation and atresia,9,,
747.32,Pulmonary arteriovenous malformation,9,,
747.39,Other anomalies of pulmonary artery and pulmonary circulation,9,,
747.40,"Anomaly of great veins, unspecified",9,,
747.41,Total anomalous pulmonary venous connection,9,,
747.42,Partial anomalous pulmonary venous connection,9,,
747.49,Other anomalies of great veins,9,,
747.60,"Anomaly of the peripheral vascular system, unspecified site",9,,
747.61,Gastrointestinal vessel anomaly,9,,
747.62,Renal vessel anomaly,9,,
747.63,Upper limb vessel anomaly,9,,
747.64,Lower limb vessel anomaly,9,,
747.69,Anomalies of other specified sites of peripheral vascular system,9,,
747.81,Anomalies of cerebrovascular system,9,,
747.82,Spinal vessel anomaly,9,,
747.83,Persistent fetal circulation,9,,
747.89,Other specified anomalies of circulatory system,9,,
748.60,"Anomaly of lung, unspecified",9,,
748.61,Congenital bronchiectasis,9,,
748.69,Other congenital anomalies of lung,9,,
749.00,"Cleft palate, unspecified",9,,
749.01,"Cleft palate, unilateral, complete",9,,
749.02,"Cleft palate, unilateral, incomplete",9,,
749.03,"Cleft palate, bilateral, complete",9,,
749.04,"Cleft palate, bilateral, incomplete",9,,
749.10,"Cleft lip, unspecified",9,,
749.11,"Cleft lip, unilateral, complete",9,,
749.12,"Cleft lip, unilateral, incomplete",9,,
749.13,"Cleft lip, bilateral, complete",9,,
749.14,"Cleft lip, bilateral, incomplete",9,,
749.20,"Cleft palate with cleft lip, unspecified",9,,
749.21,"Cleft palate with cleft lip, unilateral, complete",9,,
749.22,"Cleft palate with cleft lip, unilateral, incomplete",9,,
749.23,"Cleft palate with cleft lip, bilateral, complete",9,,
749.24,"Cleft palate with cleft lip, bilateral, incomplete",9,,
749.25,Other combinations of cleft palate with cleft lip,9,,
750.10,"Congenital anomaly of tongue, unspecified",9,,
750.11,Aglossia,9,,
750.12,Congenital adhesions of tongue,9,,
750.13,Fissure of tongue,9,,
750.15,Macroglossia,9,,
750.16,Microglossia,9,,
750.19,Other congenital anomalies of tongue,9,,
750.21,Absence of salivary gland,9,,
750.22,Accessory salivary gland,9,,
750.23,"Atresia, salivary duct",9,,
750.24,Congenital fistula of salivary gland,9,,
750.25,Congenital fistula of lip,9,,
750.26,Other specified anomalies of mouth,9,,
750.27,Diverticulum of pharynx,9,,
750.29,Other specified anomalies of pharynx,9,,
751.60,"Unspecified anomaly of gallbladder, bile ducts, and liver",9,,
751.61,Biliary atresia,9,,
751.62,Congenital cystic disease of liver,9,,
751.69,"Other anomalies of gallbladder, bile ducts, and liver",9,,
752.10,Unspecified anomaly of fallopian tubes and broad ligaments,9,,
752.11,Embryonic cyst of fallopian tubes and broad ligaments,9,,
752.19,Other anomalies of fallopian tubes and broad ligaments,9,,
752.31,Agenesis of uterus,9,,
752.32,Hypoplasia of uterus,9,,
752.33,Unicornuate uterus,9,,
752.34,Bicornuate uterus,9,,
752.35,Septate uterus,9,,
752.36,Arcuate uterus,9,,
752.39,Other anomalies of uterus,9,,
752.40,"Unspecified anomaly of cervix, vagina, and external female genitalia",9,,
752.41,"Embryonic cyst of cervix, vagina, and external female genitalia",9,,
752.42,Imperforate hymen,9,,
752.43,Cervical agenesis,9,,
752.44,Cervical duplication,9,,
752.45,Vaginal agenesis,9,,
752.46,Transverse vaginal septum,9,,
752.47,Longitudinal vaginal septum,9,,
752.49,"Other anomalies of cervix, vagina, and external female genitalia",9,,
752.51,Undescended testis,9,,
752.52,Retractile testis,9,,
752.61,Hypospadias,9,,
752.62,Epispadias,9,,
752.63,Congenital chordee,9,,
752.64,Micropenis,9,,
752.65,Hidden penis,9,,
752.69,Other penile anomalies,9,,
752.81,Scrotal transposition,9,,
752.89,Other specified anomalies of genital organs,9,,
753.10,"Cystic kidney disease, unspecified",9,,
753.11,Congenital single renal cyst,9,,
753.12,"Polycystic kidney, unspecified type",9,,
753.13,"Polycystic kidney, autosomal dominant",9,,
753.14,"Polycystic kidney, autosomal recessive",9,,
753.15,Renal dysplasia,9,,
753.16,Medullary cystic kidney,9,,
753.17,Medullary sponge kidney,9,,
753.19,Other specified cystic kidney disease,9,,
753.20,Unspecified obstructive defect of renal pelvis and ureter,9,,
753.21,Congenital obstruction of ureteropelvic junction,9,,
753.22,Congenital obstruction of ureterovesical junction,9,,
753.23,Congenital ureterocele,9,,
753.29,Other obstructive defects of renal pelvis and ureter,9,,
754.30,"Congenital dislocation of hip, unilateral",9,,
754.31,"Congenital dislocation of hip, bilateral",9,,
754.32,"Congenital subluxation of hip, unilateral",9,,
754.33,"Congenital subluxation of hip, bilateral",9,,
754.35,Congenital dislocation of one hip with subluxation of other hip,9,,
754.40,Genu recurvatum,9,,
754.41,Congenital dislocation of knee (with genu recurvatum),9,,
754.42,Congenital bowing of femur,9,,
754.43,Congenital bowing of tibia and fibula,9,,
754.44,Congenital bowing of unspecified long bones of leg,9,,
754.50,Talipes varus,9,,
754.51,Talipes equinovarus,9,,
754.52,Metatarsus primus varus,9,,
754.53,Metatarsus varus,9,,
754.59,Other varus deformities of feet,9,,
754.60,Talipes valgus,9,,
754.61,Congenital pes planus,9,,
754.62,Talipes calcaneovalgus,9,,
754.69,Other valgus deformities of feet,9,,
754.70,"Talipes, unspecified",9,,
754.71,Talipes cavus,9,,
754.79,Other deformities of feet,9,,
754.81,Pectus excavatum,9,,
754.82,Pectus carinatum,9,,
754.89,Other specified nonteratogenic anomalies,9,,
755.00,"Polydactyly, unspecified digits",9,,
755.01,Polydactyly of fingers,9,,
755.02,Polydactyly of toes,9,,
755.10,Syndactyly of multiple and unspecified sites,9,,
755.11,Syndactyly of fingers without fusion of bone,9,,
755.12,Syndactyly of fingers with fusion of bone,9,,
755.13,Syndactyly of toes without fusion of bone,9,,
755.14,Syndactyly of toes with fusion of bone,9,,
755.20,Unspecified reduction deformity of upper limb,9,,
755.21,Transverse deficiency of upper limb,9,,
755.22,"Longitudinal deficiency of upper limb, not elsewhere classified",9,,
755.23,"Longitudinal deficiency, combined, involving humerus, radius, and ulna (complete or incomplete)",9,,
755.24,"Longitudinal deficiency, humeral, complete or partial (with or without distal deficiencies, incomplete)",9,,
755.25,"Longitudinal deficiency, radioulnar, complete or partial (with or without distal deficiencies, incomplete)",9,,
755.26,"Longitudinal deficiency, radial, complete or partial (with or without distal deficiencies, incomplete)",9,,
755.27,"Longitudinal deficiency, ulnar, complete or partial (with or without distal deficiencies, incomplete)",9,,
755.28,"Longitudinal deficiency, carpals or metacarpals, complete or partial (with or without incomplete phalangeal deficiency)",9,,
755.29,"Longitudinal deficiency, phalanges, complete or partial",9,,
755.30,Unspecified reduction deformity of lower limb,9,,
755.31,Transverse deficiency of lower limb,9,,
755.32,"Longitudinal deficiency of lower limb, not elsewhere classified",9,,
755.33,"Longitudinal deficiency, combined, involving femur, tibia, and fibula (complete or incomplete)",9,,
755.34,"Longitudinal deficiency, femoral, complete or partial (with or without distal deficiencies, incomplete)",9,,
755.35,"Longitudinal deficiency, tibiofibular, complete or partial (with or without distal deficiencies, incomplete)",9,,
755.36,"Longitudinal deficiency, tibia, complete or partial (with or without distal deficiencies, incomplete)",9,,
755.37,"Longitudinal deficiency, fibular, complete or partial (with or without distal deficiencies, incomplete)",9,,
755.38,"Longitudinal deficiency, tarsals or metatarsals, complete or partial (with or without incomplete phalangeal deficiency)",9,,
755.39,"Longitudinal deficiency, phalanges, complete or partial",9,,
755.50,Unspecified anomaly of upper limb,9,,
755.51,Congenital deformity of clavicle,9,,
755.52,Congenital elevation of scapula,9,,
755.53,Radioulnar synostosis,9,,
755.54,Madelung's deformity,9,,
755.55,Acrocephalosyndactyly,9,,
755.56,Accessory carpal bones,9,,
755.57,Macrodactylia (fingers),9,,
755.58,"Cleft hand, congenital",9,,
755.59,"Other anomalies of upper limb, including shoulder girdle",9,,
755.60,Unspecified anomaly of lower limb,9,,
755.61,"Coxa valga, congenital",9,,
755.62,"Coxa vara, congenital",9,,
755.63,Other congenital deformity of hip (joint),9,,
755.64,Congenital deformity of knee (joint),9,,
755.65,Macrodactylia of toes,9,,
755.66,Other anomalies of toes,9,,
755.67,"Anomalies of foot, not elsewhere classified",9,,
755.69,"Other anomalies of lower limb, including pelvic girdle",9,,
756.10,"Anomaly of spine, unspecified",9,,
756.11,"Spondylolysis, lumbosacral region",9,,
756.12,Spondylolisthesis,9,,
756.13,"Absence of vertebra, congenital",9,,
756.14,Hemivertebra,9,,
756.15,"Fusion of spine (vertebra), congenital",9,,
756.16,Klippel-Feil syndrome,9,,
756.17,Spina bifida occulta,9,,
756.19,Other anomalies of spine,9,,
756.50,"Congenital osteodystrophy, unspecified",9,,
756.51,Osteogenesis imperfecta,9,,
756.52,Osteopetrosis,9,,
756.53,Osteopoikilosis,9,,
756.54,Polyostotic fibrous dysplasia of bone,9,,
756.55,Chondroectodermal dysplasia,9,,
756.56,Multiple epiphyseal dysplasia,9,,
756.59,Other osteodystrophies,9,,
756.70,"Anomaly of abdominal wall, unspecified",9,,
756.71,Prune belly syndrome,9,,
756.72,Omphalocele,9,,
756.73,Gastroschisis,9,,
756.79,Other congenital anomalies of abdominal wall,9,,
756.81,Absence of muscle and tendon,9,,
756.82,Accessory muscle,9,,
756.83,Ehlers-Danlos syndrome,9,,
756.89,"Other specified anomalies of muscle, tendon, fascia, and connective tissue",9,,
757.31,Congenital ectodermal dysplasia,9,,
757.32,Vascular hamartomas,9,,
757.33,Congenital pigmentary anomalies of skin,9,,
757.39,Other specified anomalies of skin,9,,
758.31,Cri-du-chat syndrome,9,,
758.32,Velo-cardio-facial syndrome,9,,
758.33,Other microdeletions,9,,
758.39,Other autosomal deletions,9,,
758.81,Other conditions due to sex chromosome anomalies,9,,
758.89,Other conditions due to chromosome anomalies,9,,
759.81,Prader-Willi syndrome,9,,
759.82,Marfan syndrome,9,,
759.83,Fragile X syndrome,9,,
759.89,Other specified congenital anomalies,9,,
760.61,Newborn affected by amniocentesis,9,,
760.62,Newborn affected by other in utero procedure,9,,
760.63,Newborn affected by other surgical operations on mother during pregnancy,9,,
760.64,Newborn affected by previous surgical procedure on mother not associated with pregnancy,9,,
760.70,Unspecified noxious substance affecting fetus or newborn via placenta or breast milk,9,,
760.71,Alcohol affecting fetus or newborn via placenta or breast milk,9,,
760.72,Narcotics affecting fetus or newborn via placenta or breast milk,9,,
760.73,Hallucinogenic agents affecting fetus or newborn via placenta or breast milk,9,,
760.74,Anti-infectives affecting fetus or newborn via placenta or breast milk,9,,
760.75,Cocaine affecting fetus or newborn via placenta or breast milk,9,,
760.76,Diethylstilbestrol [DES] affecting fetus or newborn via placenta or breast milk,9,,
760.77,Anticonvulsants affecting fetus or newborn via placenta or breast milk,9,,
760.78,Antimetabolic agents affecting fetus or newborn via placenta or breast milk,9,,
760.79,Other noxious influences affecting fetus or newborn via placenta or breast milk,9,,
763.81,Abnormality in fetal heart rate or rhythm before the onset of labor,9,,
763.82,Abnormality in fetal heart rate or rhythm during labor,9,,
763.83,"Abnormality in fetal heart rate or rhythm, unspecified as to time of onset",9,,
763.84,Meconium passage during delivery,9,,
763.89,Other specified complications of labor and delivery affecting fetus or newborn,9,,
764.00,"""Light-for-dates"" without mention of fetal malnutrition, unspecified [weight]",9,,
764.01,"""Light-for-dates"" without mention of fetal malnutrition, less than 500 grams",9,,
764.02,"""Light-for-dates"" without mention of fetal malnutrition, 500-749 grams",9,,
764.03,"""Light-for-dates"" without mention of fetal malnutrition, 750-999 grams",9,,
764.04,"""Light-for-dates"" without mention of fetal malnutrition, 1,000- 1,249 grams",9,,
764.05,"""Light-for-dates""without mention of fetal malnutrition, 1,250- 1,499 grams",9,,
764.06,"""Light-for-dates"" without mention of fetal malnutrition, 1,500- 1,749 grams",9,,
764.07,"""Light-for-dates"" without mention of fetal malnutrition, 1,750- 1,999 grams",9,,
764.08,"""Light-for-dates"" without mention of fetal malnutrition, 2,000- 2,499 grams",9,,
764.09,"""Light-for-dates"" without mention of fetal malnutrition, 2,500 grams and over",9,,
764.10,"""Light-for-dates"" with signs of fetal malnutrition, unspecified [weight]",9,,
764.11,"""Light-for-dates"" with signs of fetal malnutrition, less than 500 grams",9,,
764.12,"""Light-for-dates""with signs of fetal malnutrition, 500-749 grams",9,,
764.13,"""Light-for-dates"" with signs of fetal malnutrition, 750-999 grams",9,,
764.14,"""Light-for-dates"" with signs of fetal malnutrition, 1,000-1,249 grams",9,,
764.15,"""Light-for-dates"" with signs of fetal malnutrition, 1,250-1,499 grams",9,,
764.16,"""Light-for-dates"" with signs of fetal malnutrition, 1,500-1,749 grams",9,,
764.17,"""Light-for-dates"" with signs of fetal malnutrition, 1,750-1,999 grams",9,,
764.18,"""Light-for-dates""with signs of fetal malnutrition, 2,000-2,499 grams",9,,
