CPT_CODE,CPT_LONG_DESCRIPTION,,,
93526,COMBINED RIGHT HEART CATHETERIZATION AND RETROGRADE LEFT HEART CATHETERIZATION,,,
93527,COMBINED RIGHT HEART CATHETERIZATION AND TRANSSEPTAL LEFT HEART CATHETERIZATION THROUGH INTACT SEPTUM (WITH OR WITHOUT RETROGRADE LEFT HEART CA,,,
93528,COMBINED RIGHT HEART CATHETERIZATION WITH LEFT VENTRICULAR PUNCTURE (WITH OR WITHOUT RETROGRADE LEFT HEART CATHETERIZATION),,,
93529,COMBINED RIGHT HEART CATHETERIZATION AND LEFT HEART CATHETERIZATION THROUGH EXISTING SEPTAL OPENING (WITH OR WITHOUT RETROGRADE LEFT HEART CATH,,,
93530,"RIGHT HEART CATHETERIZATION, FOR CONGENITAL CARDIAC ANOMALIES",,,
93531,"COMBINED RIGHT HEART CATHETERIZATION AND RETROGRADE LEFT HEART CATHETERIZATION, FOR CONGENITAL CARDIAC ANOMALIES",,,
93532,COMBINED RIGHT HEART CATHETERIZATION AND TRANSSEPTAL LEFT HEART CATHETERIZATION THROUGH INTACT SEPTUM WITH OR WITHOUT RETROGRADE LEFT HEART CAT,,,
93533,"COMBINED RIGHT HEART CATHETERIZATION AND TRANSSEPTAL LEFT HEART CATHETERIZATION THROUGH EXISTING SEPTAL OPENING, WITH OR WITHOUT RETROGRADE LEF",,,
93539,"INJECTION PROCEDURE DURING CARDIAC CATHETERIZATION; FOR SELECTIVE OPACIFICATION OF ARTERIAL CONDUITS (EG, INTERNAL MAMMARY), WHETHER NATIVE OR",,,
93540,"INJECTION PROCEDURE DURING CARDIAC CATHETERIZATION; FOR SELECTIVE OPACIFICATION OF AORTOCORONARY VENOUS BYPASS GRAFTS, ONE OR MORE CORONARY ART",,,
93541,INJECTION PROCEDURE DURING CARDIAC CATHETERIZATION; FOR PULMONARY ANGIOGRAPHY,,,
93542,INJECTION PROCEDURE DURING CARDIAC CATHETERIZATION; FOR SELECTIVE RIGHT VENTRICULAR OR RIGHT ATRIAL ANGIOGRAPHY,,,
93543,INJECTION PROCEDURE DURING CARDIAC CATHETERIZATION; FOR SELECTIVE LEFT VENTRICULAR OR LEFT ATRIAL ANGIOGRAPHY,,,
93544,INJECTION PROCEDURE DURING CARDIAC CATHETERIZATION; FOR AORTOGRAPHY,,,
93545,INJECTION PROCEDURE DURING CARDIAC CATHETERIZATION; FOR SELECTIVE CORONARY ANGIOGRAPHY (INJECTION OF RADIOPAQUE MATERIAL MAY BE BY HAND),,,
93555,"IMAGING SUPERVISION, INTERPRETATION AND REPORT FOR INJECTION PROCEDURE(S) DURING CARDIAC CATHETERIZATION; VENTRICULAR AND/OR ATRIAL ANGIOGRAPHY",,,
93556,"IMAGING SUPERVISION, INTERPRETATION AND REPORT FOR INJECTION PROCEDURE(S) DURING CARDIAC CATH; PULMONARY ANGIOGRAPHY, AORTOGRAPHY, AND/OR SELEC",,,
93561,"INDICATOR DILUTION STUDIES SUCH AS DYE OR THERMAL DILUTION, INCLUDING ARTERIAL AND/OR VENOUS CATHETERIZATION; WITH CARDIAC OUTPUT MEASUREMENT (",,,
93562,"INDICATOR DILUTION STUDIES SUCH AS DYE OR THERMAL DILUTION, INCLUDING ARTERIAL AND/OR VENOUS CATHETERIZATION; SUBSEQUENT MEASUREMENT OF CARDIAC",,,
93571,INTRAVASCULAR DOPPLER VELOCITY AND/OR PRESSURE DERIVED CORONARY FLOW RESERVE MEASUREMENT (CORONARY VESSEL OR GRAFT) DURING CORONARY ANGIOGRAPHY,,,
93572,INTRAVASCULAR DOPPLER VELOCITY AND/OR PRESSURE DERIVED CORONARY FLOW RESERVE MEASUREMENT (CORONARY VESSEL OR GRAFT) DURING CORONARY ANGIOGRAPHY,,,
93580,"PERCUTANEOUS TRANSCATHETER CLOSURE OF CONGENITAL INTERATRIAL COMMUNICATION (IE, FONTAN FENESTRATION, ATRIAL SEPTAL DEFECT) WITH IMPLANT",,,
93581,PERCUTANEOUS TRANSCATHETER CLOSURE OF A CONGENITAL VENTRICULAR SEPTAL DEFECT WITH IMPLANT,,,
93600,BUNDLE OF HIS RECORDING,,,
93602,INTRA-ATRIAL RECORDING,,,
93603,RIGHT VENTRICULAR RECORDING,,,
93609,"INTRAVENTRICULAR &/ INTRA-ATRIAL MAPPING, TACHYCARDIA SITE(S) WITH CATHETER MANIPULATION TO RECORD,MULTIPLE SITES TO IDENTIFY ORIGIN, TACHYCARD",,,
93610,INTRA-ATRIAL PACING,,,
93612,INTRAVENTRICULAR PACING,,,
93613,INTRACARDIAC ELECTROPHYSIOLOGIC 3-DIMENSIONAL MAPPING (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE),,,
93615,ESOPHAGEAL RECORDING OF ATRIAL ELECTROGRAM WITH OR WITHOUT VENTRICULAR ELECTROGRAM(S);,,,
93616,ESOPHAGEAL RECORDING OF ATRIAL ELECTROGRAM WITH OR WITHOUT VENTRICULAR ELECTROGRAM(S); WITH PACING,,,
93618,INDUCTION OF ARRHYTHMIA BY ELECTRICAL PACING,,,
93619,"COMPR ELECTROPHYSIOLOGIC EVAL W RIGHT ATRIAL PACING&REC, RIGHT VENTRICULAR PACING&REC, HIS BUNDLE REC, INCL INSERTION&REPSTN, MULTI ELECTRODE C",,,
93620,"COMPR ELECTROPHYSIOLOGIC EVAL INCL INSERTION&REPOSITION, MULTI ELECTRODE CATHETERS W INDUCTION/ATTEMPTED INDUCTION, ARRHYTHMIA; W RIGHT ATRIAL",,,
93621,COMPREHENSIVE ELECTROPHYSIOLOGIC EVAL INCLUD INSERTION & REPOS OF MULT ELECTRODE CATH W INDUCTION / ATTEMPT INDUCTION OF ARRHYTHMIA; W LEFT ATR,,,
93622,COMPREHENSIVE ELECTROPHYSIOLOGIC EVAL INCLUDING INSERTION & REPOSITIONING OF MULTIPLE ELECTRODE CATHETERS W INDUCTION / ATTEMPTED INDUCTION OF,,,
93623,PROGRAMMED STIMULATION AND PACING AFTER INTRAVENOUS DRUG INFUSION (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE),,,
93624,"ELECTROPHYSIOLOGIC FOLLOW-UP STUDY WITH PACING AND RECORDING TO TEST EFFECTIVENESS OF THERAPY, INCLUDING INDUCTION OR ATTEMPTED INDUCTION OF AR",,,
93631,INTRA-OPERATIVE EPICARDIAL AND ENDOCARDIAL PACING AND MAPPING TO LOCALIZE THE SITE OF TACHYCARDIA OR ZONE OF SLOW CONDUCTION FOR SURGICAL CORRE,,,
93640,"ELECTROPHYSIOLOGIC EVAL,1/2 CHAMB PAC CARDIOVERT-DEFIBRILL LEADS INCL DEFIBRILL THRESH EVAL (INDUCT OF ARRHYTHMIA, EVAL OF SENSING & PACING FOR",,,
93641,"ELECTROPHYSIOLOGIC EVAL,1/2 CHAMB PAC CARDIOVERT-DEFIBRILL LEADS INCL DEFIBRILL THRESH EVAL (INDUCT OF ARRHYTHMIA,SENS & PAC,TERM) TIME OF INIT",,,
93642,"ELECTROPHYSIOLOGIC EVAL, 1/2 CHAMB PAC CARDIOVERT-DEFIBRILL (INCL DEFIBRILL THRESH EVAL, INDUCT OF ARRHYTHMIA, EVAL OF SENS & PACING FOR ARRHYT",,,
93650,"INTRACARDIAC CATHETER ABLATION OF ATRIOVENTRICULAR NODE FUNCTION, ATRIOVENTRICULAR CONDUCTION FOR CREATION OF COMPLETE HEART BLOCK, WITH OR WIT",,,
93651,INTRACARDIAC CATHETER ABLATION OF ARRHYTHMOGENIC FOCUS; FOR TX OF SUPRAVENTRICULAR TACHYCARDIA BY ABLATION OF FAST/SLOW ATRIOVENTRICULAR PATHWA,,,
93652,INTRACARDIAC CATHETER ABLATION OF ARRHYTHMOGENIC FOCUS; FOR TREATMENT OF VENTRICULAR TACHYCARDIA,,,
93660,"EVALUATION OF CARDIOVASCULAR FUNCTION WITH TILT TABLE EVALUATION, WITH CONTINUOUS ECG MONITORING AND INTERMITTENT BLOOD PRESSURE MONITORING, WI",,,
93662,"INTRACARDIAC ECHOCARDIOGRAPHY DURING THERAPEUTIC/DIAGNOSTIC INTERVENTION, INCLUDING IMAGING SUPERVISION AND INTERPRETATION (LIST SEPARATELY IN",,,
93668,"PERIPHERAL ARTERIAL DISEASE (PAD) REHABILITATION, PER SESSION",,,
93701,"BIOIMPEDANCE, THORACIC, ELECTRICAL",,,
93720,"PLETHYSMOGRAPHY, TOTAL BODY; WITH INTERPRETATION AND REPORT",,,
93721,"PLETHYSMOGRAPHY, TOTAL BODY; TRACING ONLY, WITHOUT INTERPRETATION AND REPORT",,,
93722,"PLETHYSMOGRAPHY, TOTAL BODY; INTERPRETATION AND REPORT ONLY",,,
93724,"ELECTRONIC ANALYSIS OF ANTITACHYCARDIA PACEMAKER (INC ELECTROCARDIOGRAPHIC RECORDING, PROGRAMMING OF DEVICE, INDUCTION & TERMINATION OF TACHYCA",,,
93727,"ELECTRONIC ANALYSIS OF IMPLANTABLE LOOP RECORDER (ILR) SYSTEM (INCLUDES RETRIEVAL OF RECORDED AND STORED ECG DATA, PHYSICIAN REVIEW AND INTERPR",,,
93731,"ELECTRONIC ANALYSIS OF DUAL-CHAMBER PACEMAKER, RECORDING AND INTERPRETATION AT REST AND EXERCISE, ANALYSIS OF EVENT MARKERS & DEVICE RESPONSE);",,,
93732,"ELECTRONIC ANALYSIS OF DUAL-CHAMBER PACEMAKER, RECORDING & INTERPRET AT REST AND DURING EXERCISE ANALYSIS OF EVENT MARKERS AND DEVICE RESPONSE)",,,
93733,"ELECTRONIC ANALYSIS OF DUAL-CHAMBER INTERNAL PACEMAKE (MAY INCLUDE RATE, PULSE AMPLITUDE AND DURATION, CONFIGURATION OF WAVE FORM, AND/OR TESTI",,,
93734,"ELECTRONIC ANALYSIS OF SINGLE CHAMBER PACEMAKER SYSTEM (INC EVAL OF PROGRAMMABLE PARAMETERS, RECORD & INTERPRET AT REST & EXERCISE, ANALYSIS OF",,,
93735,"ELECTRONIC ANALYSIS OF SINGLE CHAMBER PACEMAKER SYSTEM (INC EVAL OF PROGRAMMABLE PARAMETERS, RECORD & INTERPRET AT REST & EXERCISE, ANALYSIS OF",,,
93736,"ELECTRONIC ANALYSIS OF SINGLE CHAMBER INTERNAL PACEMAKER (RATE, PULSE AMPLITUDE & DURATION, CONFIGURATION OF WAVE FORM, AND/OR TEST OF SENSORY",,,
93740,TEMPERATURE GRADIENT STUDIES,,,
93741,"ELECTRONIC ANALYSIS OF PACING CARDIOVERTER-DEFIBRILLATOR (INTERROG,EVAL PULSE GENERATOR,PROG PARAMETERS AT REST & DUR ACT,ELECTROCARD REC & INT",,,
93742,"ELECTRONIC ANALYSIS OF PACING CARDIOVERTER-DEFIBRILLATOR (INTERROG,EVAL PULSE GENERATOR,PROG PARAMETERS AT REST & DUR ACT,ELECTROCARD REC & INT",,,
93743,"ELECTRONIC ANALYSIS OF PACING CARDIOVERTER-DEFIBRILLATOR (INTERROG,EVAL PULSE GENERATOR,PROG PARAMETERS AT REST & DUR ACT,ELECTROCARD REC & INT",,,
93744,"ELECTRONIC ANALYSIS OF PACING CARDIOVERTER-DEFIBRILLATOR (INTERROG,EVAL PULSE GENERATOR,PROG PARAMETERS AT REST & DUR ACT,ELECTROCARD REC & INT",,,
93760,THERMOGRAM; CEPHALIC,,,
93762,THERMOGRAM; PERIPHERAL,,,
93770,DETERMINATION OF VENOUS PRESSURE,,,
93784,"AMBULATORY BLOOD PRESSURE MONITORING, UTILIZING A SYSTEM SUCH AS MAGNETIC TAPE AND/OR COMPUTER DISK, FOR 24 HOURS OR LONGER; INCLUDING RECORDIN",,,
93786,"AMBULATORY BLOOD PRESSURE MONITORING, UTILIZING A SYSTEM SUCH AS MAGNETIC TAPE AND/OR COMPUTER DISK, FOR 24 HOURS OR LONGER; RECORDING ONLY",,,
93788,"AMBULATORY BLOOD PRESSURE MONITORING, UTILIZING A SYSTEM SUCH AS MAGNETIC TAPE AND/OR COMPUTER DISK, FOR 24 HOURS OR LONGER; SCANNING ANALYSIS",,,
93790,"AMBULATORY BLOOD PRESSURE MONITORING, UTILIZING A SYSTEM SUCH AS MAGNETIC TAPE AND/OR COMPUTER DISK, FOR 24 HOURS OR LONGER; PHYSICIAN REVIEW W",,,
93797,PHYSICIAN SERVICES FOR OUTPATIENT CARDIAC REHABILITATION; WITHOUT CONTINUOUS ECG MONITORING (PER SESSION),,,
93798,PHYSICIAN SERVICES FOR OUTPATIENT CARDIAC REHABILITATION; WITH CONTINUOUS ECG MONITORING (PER SESSION),,,
93799,UNLISTED CARDIOVASCULAR SERVICE OR PROCEDURE,,,
93875,"NONINVASIVE PHYSIOLOGIC STUDIES OF EXTRACRANIAL ARTERIES, COMPLETE BILATERAL STUDY (EG, PERIORBITAL FLOW DIRECTION W/ ARTERIAL COMPRESSION, OCU",,,
93880,DUPLEX SCAN OF EXTRACRANIAL ARTERIES; COMPLETE BILATERAL STUDY,,,
93882,DUPLEX SCAN OF EXTRACRANIAL ARTERIES; UNILATERAL OR LIMITED STUDY,,,
93886,TRANSCRANIAL DOPPLER STUDY OF THE INTRACRANIAL ARTERIES; COMPLETE STUDY,,,
93888,TRANSCRANIAL DOPPLER STUDY OF THE INTRACRANIAL ARTERIES; LIMITED STUDY,,,
93922,"NONINVASIVE PHYSIOLOGIC STUDIES OF UPPER/LOWER EXTREMITY ARTERIES, SINGLE LEVEL, BILATERAL (EG, ANKLE/BRACHIAL INDICES, DOPPLER WAVEFORM, VOLUM",,,
93923,"NONINVASIVE PHYSIOLOGIC STUDIES OF UPPER/LOWER EXTREMITY ARTERIES, MULT LEVEL OR W/ PROVOCATIVE FUNCTIONAL MANEUVERS, COMPLETE BILATERAL STUDY",,,
93924,"NONINVASIVE PHYSIOLOGIC STUDIES OF LOWER EXTREMITY ARTERIES, AT REST AND FOLLOWING TREADMILL STRESS TESTING, COMPLETE BILATERAL STUDY",,,
93925,DUPLEX SCAN OF LOWER EXTREMITY ARTERIES OR ARTERIAL BYPASS GRAFTS; COMPLETE BILATERAL STUDY,,,
93926,DUPLEX SCAN OF LOWER EXTREMITY ARTERIES OR ARTERIAL BYPASS GRAFTS; UNILATERAL OR LIMITED STUDY,,,
93930,DUPLEX SCAN OF UPPER EXTREMITY ARTERIES OR ARTERIAL BYPASS GRAFTS; COMPLETE BILATERAL STUDY,,,
93931,DUPLEX SCAN OF UPPER EXTREMITY ARTERIES OR ARTERIAL BYPASS GRAFTS; UNILATERAL OR LIMITED STUDY,,,
93965,"NONINVASIVE PHYSIOLOGIC STUDIES OF EXTREMITY VEINS, COMPLETE BILATERAL STUDY (EG, DOPPLER WAVEFORM W/ RESPONSES TO COMPRESSION & OTH MANEUVERS,",,,
93970,DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; COMPLETE BILATERAL STUDY,,,
93971,DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY,,,
93975,"DUPLEX SCAN OF ARTERIAL INFLOW AND VENOUS OUTFLOW OF ABDOMINAL, PELVIC, SCROTAL CONTENTS AND/OR RETROPERITONEAL ORGANS; COMPLETE STUDY",,,
93976,"DUPLEX SCAN OF ARTERIAL INFLOW AND VENOUS OUTFLOW OF ABDOMINAL, PELVIC, AND/OR RETROPERITONEAL ORGANS; LIMITED STUDY",,,
93978,"DUPLEX SCAN OF AORTA, INFERIOR VENA CAVA, ILIAC VASCULATURE, OR BYPASS GRAFTS; COMPLETE STUDY",,,
93979,"DUPLEX SCAN OF AORTA, INFERIOR VENA CAVA, ILIAC VASCULATURE, OR BYPASS GRAFTS; UNILATERAL OR LIMITED STUDY",,,
93980,DUPLEX SCAN OF ARTERIAL INFLOW AND VENOUS OUTFLOW OF PENILE VESSELS; COMPLETE STUDY,,,
93981,DUPLEX SCAN OF ARTERIAL INFLOW AND VENOUS OUTFLOW OF PENILE VESSELS; FOLLOW-UP OR LIMITED STUDY,,,
93990,"DUPLEX SCAN OF HEMODIALYSIS ACCESS (INCLUDING ARTERIAL INFLOW, BODY OF ACCESS AND VENOUS OUTFLOW)",,,
94010,"SPIROMETRY, INCLUDING GRAPHIC RECORD, TOTAL AND TIMED VITAL CAPACITY, EXPIRATORY FLOW RATE MEASUREMENT(S), WITH OR WITHOUT MAXIMAL VOLUNTARY VE",,,
94014,"PATIENT-INITIATED SPIROMETRIC RECORDING PER 30-DAY PERIOD OF TIME; INCL REINFORCED EDUC, TRANSMIS OF SPIROMET TRACING, DATA CAPTURE, ANALYSIS O",,,
94015,"PATIENT INITIATED SPIROMETRIC RECORDING PER 30-DAY PERIOD OF TIME; RECORDING (INCLUDES HOOK-UP, REINFORCED EDUCATION, DATA TRANSMISSION, DATA C",,,
94016,PATIENT INITIATED SPIROMETRIC RECORDING PER 30-DAY PERIOD OF TIME; PHYSICIAN REVIEW AND INTERPRETATION ONLY,,,
94060,"BRONCHOSPASM EVALUATION: SPIROMETRY AS IN 94010, BEFORE AND AFTER BRONCHODILATOR (AEROSOL OR PARENTERAL)",,,
94070,"PROLONGED POSTEXPOSURE EVALUATION OF BRONCHOSPASM WITH MULTIPLE SPIROMETRIC DETERMINATIONS AFTER ANTIGEN, COLD AIR, METHACHOLINE OR OTHER CHEMI",,,
94150,"VITAL CAPACITY, TOTAL (SEPARATE PROCEDURE)",,,
94200,"MAXIMUM BREATHING CAPACITY, MAXIMAL VOLUNTARY VENTILATION",,,
94240,"FUNCTIONAL RESIDUAL CAPACITY OR RESIDUAL VOLUME: HELIUM METHOD, NITROGEN OPEN CIRCUIT METHOD, OR OTHER METHOD",,,
94250,"EXPIRED GAS COLLECTION, QUANTITATIVE, SINGLE PROCEDURE (SEPARATE PROCEDURE)",,,
94260,THORACIC GAS VOLUME,,,
94350,DETERMINATION OF MALDISTRIBUTION OF INSPIRED GAS: MULTIPLE BREATH NITROGEN WASHOUT CURVE INCLUDING ALVEOLAR NITROGEN OR HELIUM EQUILIBRATION TI,,,
94360,"DETERMINATION OF RESISTANCE TO AIRFLOW, OSCILLATORY OR PLETHYSMOGRAPHIC METHODS",,,
94370,"DETERMINATION OF AIRWAY CLOSING VOLUME, SINGLE BREATH TESTS",,,
94375,RESPIRATORY FLOW VOLUME LOOP,,,
94400,BREATHING RESPONSE TO CO2 (CO2 RESPONSE CURVE),,,
94450,BREATHING RESPONSE TO HYPOXIA (HYPOXIA RESPONSE CURVE),,,
94620,"PULMONARY STRESS TESTING; SIMPLE (EG, PROLONGED EXERCISE TEST FOR BRONCHOSPASM WITH PRE- AND POST-SPIROMETRY)",,,
94621,"PULMONARY STRESS TESTING; COMPLEX (INCLUDING MEASUREMENTS OF CO2 PRODUCTION, O2 UPTAKE, AND ELECTROCARDIOGRAPHIC RECORDINGS)",,,
94640,"PRESSURIZED/NONPRESSURIZED INHAL TREATMENT, ACT AIRWAY OBSTRUC/FOR SPUTUM INDUCTION, DIAG PURP (EG, W AN AEROS GENERATOR, NEBULIZ, METRD DOS IN",,,
94642,AEROSOL INHALATION OF PENTAMIDINE FOR PNEUMOCYSTIS CARINII PNEUMONIA TREATMENT OR PROPHYLAXIS,,,
94656,"VENTILATION ASSIST AND MANAGEMENT, INITIATION OF PRESSURE OR VOLUME PRESET VENTILATORS FOR ASSISTED OR CONTROLLED BREATHING; FIRST DAY",,,
94657,"VENTILATION ASSIST AND MANAGEMENT, INITIATION OF PRESSURE OR VOLUME PRESET VENTILATORS FOR ASSISTED OR CONTROLLED BREATHING; SUBSEQUENT DAYS",,,
94660,"CONTINUOUS POSITIVE AIRWAY PRESSURE VENTILATION (CPAP), INITIATION AND MANAGEMENT",,,
94662,"CONTINUOUS NEGATIVE PRESSURE VENTILATION (CNP), INITIATION AND MANAGEMENT",,,
94664,"DEMONSTRATION AND/OR EVALUATION OF PATIENT UTILIZATION OF AN AEROSOL GENERATOR, NEBULIZER, METERED DOSE INHALER OR IPPB DEVICE",,,
94667,"MANIPULATION CHEST WALL, SUCH AS CUPPING, PERCUSSING, AND VIBRATION TO FACILITATE LUNG FUNCTION; INITIAL DEMONSTRATION AND/OR EVALUATION",,,
94668,"MANIPULATION CHEST WALL, SUCH AS CUPPING, PERCUSSING, AND VIBRATION TO FACILITATE LUNG FUNCTION; SUBSEQUENT",,,
94680,"OXYGEN UPTAKE, EXPIRED GAS ANALYSIS; REST AND EXERCISE, DIRECT, SIMPLE",,,
94681,"OXYGEN UPTAKE, EXPIRED GAS ANALYSIS; INCLUDING CO2 OUTPUT, PERCENTAGE OXYGEN EXTRACTED",,,
94690,"OXYGEN UPTAKE, EXPIRED GAS ANALYSIS; REST, INDIRECT (SEPARATE PROCEDURE)",,,
94720,"CARBON MONOXIDE DIFFUSING CAPACITY (EG, SINGLE BREATH, STEADY STATE)",,,
94725,MEMBRANE DIFFUSION CAPACITY,,,
94750,"PULMONARY COMPLIANCE STUDY (EG, PLETHYSMOGRAPHY, VOLUME AND PRESSURE MEASUREMENTS)",,,
94760,NONINVASIVE EAR OR PULSE OXIMETRY FOR OXYGEN SATURATION; SINGLE DETERMINATION,,,
94761,"NONINVASIVE EAR OR PULSE OXIMETRY FOR OXYGEN SATURATION; MULTIPLE DETERMINATIONS (EG, DURING EXERCISE)",,,
94762,NONINVASIVE EAR OR PULSE OXIMETRY FOR OXYGEN SATURATION; BY CONTINUOUS OVERNIGHT MONITORING (SEPARATE PROCEDURE),,,
94770,"CARBON DIOXIDE, EXPIRED GAS DETERMINATION BY INFRARED ANALYZER",,,
94772,"CIRCADIAN RESPIRATORY PATTERN RECORDING (PEDIATRIC PNEUMOGRAM), 12 TO 24 HOUR CONTINUOUS RECORDING, INFANT",,,
94799,UNLISTED PULMONARY SERVICE OR PROCEDURE,,,
95004,"PERCUTANEOUS TESTS (SCRATCH, PUNCTURE, PRICK) WITH ALLERGENIC EXTRACTS, IMMEDIATE TYPE REACTION, SPECIFY NUMBER OF TESTS",,,
95010,"PERCUTANEOUS TESTS (SCRATCH, PUNCTURE, PRICK) SEQUENTIAL AND INCREMENTAL, WITH DRUGS, BIOLOGICALS OR VENOMS, IMMEDIATE TYPE REACTION, SPECIFY N",,,
95015,"INTRACUTANEOUS (INTRADERMAL) TESTS, SEQUENTIAL AND INCREMENTAL, WITH DRUGS, BIOLOGICALS, OR VENOMS, IMMEDIATE TYPE REACTION, SPECIFY NUMBER OF",,,
95024,"INTRACUTANEOUS (INTRADERMAL) TESTS WITH ALLERGENIC EXTRACTS, IMMEDIATE TYPE REACTION, SPECIFY NUMBER OF TESTS",,,
95027,"INTRACUTANEOUS (INTRADERMAL) TESTS, SEQUENTIAL AND INCREMENTAL, WITH  ALLERGENIC EXTRACTS FOR AIRBORNE ALLERGENS, IMMEDIATE TYPE REACTION, SPEC",,,
95028,"INTRACUTANEOUS (INTRADERMAL) TESTS WITH ALLERGENIC EXTRACTS, DELAYED TYPE REACTION, INCLUDING READING, SPECIFY NUMBER OF TESTS",,,
95044,PATCH OR APPLICATION TEST(S) (SPECIFY NUMBER OF TESTS),,,
95052,PHOTO PATCH TEST(S) (SPECIFY NUMBER OF TESTS),,,
95056,PHOTO TESTS,,,
95060,OPHTHALMIC MUCOUS MEMBRANE TESTS,,,
95065,DIRECT NASAL MUCOUS MEMBRANE TEST,,,
95070,"INHALATION BRONCHIAL CHALLENGE TESTING (NOT INCLUDING NECESSARY PULMONARY FUNCTION TESTS); WITH HISTAMINE, METHACHOLINE, OR SIMILAR COMPOUNDS",,,
95071,"INHALATION BRONCHIAL CHALLENGE TESTING (NOT INCLUDING NECESSARY PULMONARY FUNCTION TESTS); WITH ANTIGENS OR GASES, SPECIFY",,,
95075,"INGESTION CHALLENGE TEST (SEQUENTIAL AND INCREMENTAL INGESTION OF TEST ITEMS, EG, FOOD, DRUG OR OTHER SUBSTANCE SUCH AS METABISULFITE)",,,
95078,"PROVOCATIVE TESTING (EG, RINKEL TEST)",,,
95115,PROFESSIONAL SERVICES FOR ALLERGEN IMMUNOTHERAPY NOT INCLUDING PROVISION OF ALLERGENIC EXTRACTS; SINGLE INJECTION,,,
95117,PROFESSIONAL SERVICES FOR ALLERGEN IMMUNOTHERAPY NOT INCLUDING PROVISION OF ALLERGENIC EXTRACTS; TWO OR MORE INJECTIONS,,,
95120,"PROFESSIONAL SERVICES FOR ALLERGEN IMMUNOTHERAPY IN PRESCRIBING PHYSICIAN'S OFFICE OR INSTITUTION, INCLUDING PROVISION OF ALLERGENIC EXTRACT; S",,,
95125,"PROFESSIONAL SERVICES FOR ALLERGEN IMMUNOTHERAPY IN PRESCRIBING PHYSICIAN'S OFFICE OR INSTITUTION, INCLUDING PROVISION OF ALLERGENIC EXTRACT; M",,,
95130,"PROFESSIONAL SERVICES FOR ALLERGEN IMMUNOTHERAPY IN PRESCRIBING PHYSICIAN'S OFFICE OR INSTITUTION, INCLUDING PROVISION OF ALLERGENIC EXTRACT; S",,,
95131,"PROFESSIONAL SERVICES FOR ALLERGEN IMMUNOTHERAPY IN PRESCRIBING PHYSICIAN'S OFFICE OR INSTITUTION, INCLUDING PROVISION OF ALLERGENIC EXTRACT; T",,,
95132,"PROFESSIONAL SERVICES FOR ALLERGEN IMMUNOTHERAPY IN PRESCRIBING PHYSICIAN'S OFFICE OR INSTITUTION, INCLUDING PROVISION OF ALLERGENIC EXTRACT; T",,,
95133,"PROFESSIONAL SERVICES FOR ALLERGEN IMMUNOTHERAPY IN PRESCRIBING PHYSICIAN'S OFFICE OR INSTITUTION, INCLUDING PROVISION OF ALLERGENIC EXTRACT; F",,,
95134,"PROFESSIONAL SERVICES FOR ALLERGEN IMMUNOTHERAPY IN PRESCRIBING PHYSICIAN'S OFFICE OR INSTITUTION, INCLUDING PROVISION OF ALLERGENIC EXTRACT; F",,,
95144,PROFESSIONAL SERVICES FOR THE SUPERVISION OF PREPARATION AND PROVISION OF ANTIGENS FOR ALLERGEN IMMUNOTHERAPY; SINGLE DOSE VIAL(S) (SPECIFY NUM,,,
95145,PROFESSIONAL SERVICES FOR THE SUPERVISION OF PREPARATION AND PROVISION OF ANTIGENS FOR ALLERGEN IMMUNOTHERAPY (SPECIFY NUMBER OF DOSES); SINGLE,,,
95146,PROFESSIONAL SERVICES FOR THE SUPERVISION OF PREPARATION AND PROVISION OF ANTIGENS FOR ALLERGEN IMMUNOTHERAPY (SPECIFY NUMBER OF DOSES); TWO SI,,,
95147,PROFESSIONAL SERVICES FOR THE SUPERVISION OF PREPARATION AND PROVISION OF ANTIGENS FOR ALLERGEN IMMUNOTHERAPY (SPECIFY NUMBER OF DOSES); THREE,,,
95148,PROFESSIONAL SERVICES FOR THE SUPERVISION OF PREPARATION AND PROVISION OF ANTIGENS FOR ALLERGEN IMMUNOTHERAPY (SPECIFY NUMBER OF DOSES); FOUR S,,,
95149,PROFESSIONAL SERVICES FOR THE SUPERVISION OF PREPARATION AND PROVISION OF ANTIGENS FOR ALLERGEN IMMUNOTHERAPY (SPECIFY NUMBER OF DOSES); FIVE S,,,
95165,PROFESSIONAL SERVICES FOR THE SUPERVISION OF PREPARATION AND PROVISION OF ANTIGENS FOR ALLERGEN IMMUNOTHERAPY; SINGLE OR MULTIPLE ANTIGENS (SPE,,,
95170,PROFESSIONAL SERVICES FOR THE SUPERVISION OF PREPARATION AND PROVISION OF ANTIGENS FOR ALLERGEN IMMUNOTHERAPY; WHOLE BODY EXTRACT OF BITING INS,,,
95180,"RAPID DESENSITIZATION PROCEDURE, EACH HOUR (EG, INSULIN, PENICILLIN, EQUINE SERUM)",,,
95199,UNLISTED ALLERGY/CLINICAL IMMUNOLOGIC SERVICE OR PROCEDURE,,,
